donor	receiver	compound	mass_rate	rate	frequency	community	medium
CH14-bin.1	CH14-bin.2	M_gua_e	6.672956688459077e-05	0.0004415495086189117	1.0	CD_X	SC1_X
CH14-bin.1	CH14-bin.2	M_ura_e	6.626671523017541e-05	0.0005912099682760956	0.9	CD_X	SC1_X
CH14-bin.0	CH14-bin.4	M_g3pg_e	6.418930851104616e-05	0.00026184349149783163	0.9	CD_X	SC1_X
CH3-bin.1	CH3-bin.0	M_mal__L_e	6.337820716059798e-05	0.0004798783624660448	0.4	M_X	SC1_X
CH3-bin.2	CH3-bin.0	M_gal_e	6.150759995763692e-05	0.00034141413445079594	0.1	M_X	SC1_X
CH9-bin.5	environment	M_h2_e	5.711897147783668e-05	0.028335634228513085	1.0	CM_X	SC1_X
CH14-bin.0	CH14-bin.1	M_ura_e	5.675332222254127e-05	0.0005063345861373372	0.1	CD_X	SC1_X
CH14-bin.1	CH14-bin.0	M_ura_e	5.60801518240239e-05	0.0005003287799257351	0.2	CD_X	SC1_X
CH14-bin.1	CH14-bin.0	M_gua_e	5.549475438113656e-05	0.000367208760253117	1.0	CD_X	SC1_X
CH3-bin.1	CH3-bin.0	M_ala__D_e	4.748334940369795e-05	0.0005329644607336606	0.2	M_X	SC1_X
CH14-bin.4	CH14-bin.2	M_co2_e	4.679169881708591e-05	0.0010632181419258549	0.8	CD_X	SC1_X
CH9-bin.6	CH9-bin.5	M_co2_e	4.543565491506006e-05	0.0010324056150390268	0.1	CM_X	SC1_X
CH3-bin.0	environment	M_hxa_e	4.3413120688092955e-05	0.0003770139677767236	0.4	M_X	SC1_X
environment	CH3-bin.1	M_cys__L_e	4.147846558104508e-05	0.00034235048297341793	0.9	M_X	SC1_X
CH14-bin.4	environment	M_h2_e	4.0986933073126085e-05	0.020332837123289055	0.9	CD_X	SC1_X
CH9-bin.4	CH9-bin.6	M_arg__L_e	4.096718378431627e-05	0.00023381988058965403	0.8	CM_X	SC1_X
