donor	receiver	compound	mass_rate	rate	frequency	community	medium
CH9-bin.1	environment	M_btd_RR_e	0.0005386091666145275	0.005976537735151869	0.146	CM_X	SC1_X
CH9-bin.6	CH9-bin.1	M_gal_e	0.0005343866917035689	0.0029662540878795125	0.7	CM_X	SC1_X
CH9-bin.1	CH9-bin.0	M_acald_e	0.0005274137927847516	0.011972419046062225	0.014	CM_X	SC1_X
CH9-bin.2	CH9-bin.5	M_orn_e	0.000524715080791847	0.003940237179329684	1.0	CM_X	SC1_X
CH3-bin.2	environment	M_h2s_e	0.0005239764760758152	0.015374535693875004	0.907	M_X	SC1_X
CH14-bin.4	environment	M_co2_e	0.0005032977761920531	0.011436116660994854	1.0	CD_X	SC1_X
CH3-bin.2	CH3-bin.0	M_glyald_e	0.0004970286522595326	0.00551777689993786	0.797	M_X	SC1_X
CH9-bin.5	CH9-bin.4	M_orn__L_e	0.0004966902518032468	0.0037297906395454684	0.624	CM_X	SC1_X
CH3-bin.0	CH3-bin.2	M_glyc_e	0.0004805055204202937	0.005217583438790942	0.789	M_X	SC1_X
CH9-bin.4	CH9-bin.0	M_lys__L_e	0.0004553824204845152	0.003093737761868891	0.33	CM_X	SC1_X
CH3-bin.0	environment	M_ac_e	0.00045110019408148224	0.00764008126294981	0.993	M_X	SC1_X
CH14-bin.2	CH14-bin.4	M_glyc3p_e	0.0004333108538124361	0.0025480240448673627	0.231	CD_X	SC1_X
CH9-bin.5	CH9-bin.2	M_arg__L_e	0.0004331441599909582	0.002472166900717365	0.213	CM_X	SC1_X
CH9-bin.1	CH9-bin.5	M_ppa_e	0.00043209738285898415	0.005913439407187919	1.0	CM_X	SC1_X
CH9-bin.5	environment	M_2mpa_e	0.0004294172166738311	0.004930338699469569	0.226	CM_X	SC1_X
CH9-bin.1	environment	M_h2s_e	0.00042861392010722305	0.01257640431290413	0.999	CM_X	SC1_X
CH14-bin.1	CH14-bin.4	M_glyc3p_e	0.0004230262134702303	0.0024875466516652615	0.761	CD_X	SC1_X
CH3-bin.1	CH3-bin.2	M_mal__L_e	0.00041438186999578116	0.0031375594564438712	0.077	M_X	SC1_X
environment	CH14-bin.1	M_cys__L_e	0.0004109556352354463	0.0033919012729293446	0.824	CD_X	SC1_X
CH9-bin.4	environment	M_btd_RR_e	0.00039979752804343766	0.00443625018079593	0.041	CM_X	SC1_X
CH9-bin.2	CH9-bin.5	M_acald_e	0.00039658501938334234	0.00900257464708716	0.553	CM_X	SC1_X
CH3-bin.2	environment	M_succ_e	0.0003885738563624401	0.0033476967430770563	0.081	M_X	SC1_X
CH14-bin.2	environment	M_ibtol_e	0.00038540156487825746	0.004474550832830317	0.055	CD_X	SC1_X
CH9-bin.4	CH9-bin.2	M_glyc_e	0.00038395834347995287	0.004169223055698315	0.001	CM_X	SC1_X
CH9-bin.6	CH9-bin.4	M_mal__L_e	0.0003817601704810514	0.0028905589740174744	0.979	CM_X	SC1_X
CH9-bin.2	CH9-bin.4	M_glyald_e	0.0003755540236442761	0.004169223055698315	0.001	CM_X	SC1_X
CH3-bin.1	CH3-bin.0	M_xyl__D_e	0.0003718633399830308	0.0024769504992891525	0.007	M_X	SC1_X
